elastic_FP,elastic_heap,tam,item
1,9,255,30502
1,9,256,20875
1,9,257,24573
1,9,258,23537
1,9,259,12714
1,9,260,21875
1,9,261,13873
1,9,262,16088
1,9,263,13997
1,9,264,8831
1,9,265,2822
1,9,266,7081
1,9,267,24716
1,9,268,27950
1,9,269,13909
1,9,270,19177
1,9,271,17797
1,9,272,21331
1,9,273,31987
1,9,274,25383
1,9,275,12991
1,9,276,31499
1,9,277,985
1,9,278,28556
1,9,279,22667
1,9,280,7666
1,9,281,32386
1,9,282,29876
1,9,283,3050
1,9,284,21655
1,9,285,7317
1,9,286,14268
1,9,287,16719
1,9,288,13869
1,9,289,31428
1,9,290,31645
1,9,291,9382
1,9,292,8323
1,9,293,6900
1,9,294,10424
1,9,295,29332
1,9,296,15414
1,9,297,10142
1,9,298,4786
1,9,299,30465
1,9,300,4389
1,9,301,1653
1,9,302,20609
1,9,303,21716
1,9,304,16165
1,9,305,32329
1,9,306,23239
1,9,307,31485
1,9,308,12022
1,9,309,29739
1,9,310,25695
1,9,311,27321
1,9,312,20342
1,9,313,978
1,9,314,8502
1,9,315,13073
1,9,316,13077
1,9,317,30525
1,9,318,28509
1,9,319,17828
1,9,320,8585
1,9,321,24986
1,9,322,5724
1,9,323,2215
1,9,324,29123
1,9,325,24935
1,9,326,4296
1,9,327,18986
1,9,328,16417
1,9,329,19927
1,9,330,5144
1,9,331,30877
1,9,332,21733
1,9,333,21367
1,9,334,19124
1,9,335,17554
1,9,336,20198
1,9,337,17425
1,9,338,29775
1,9,339,4037
1,9,340,26245
1,9,341,7632
1,9,342,24695
1,9,343,19801
1,9,344,23779
1,9,345,3494
1,9,346,30570
1,9,347,14180
1,9,348,27473
1,9,349,28907
1,9,350,17708
1,9,351,32174
1,9,352,18184
1,9,353,6727
1,9,354,15062
1,9,355,20918
1,9,356,3355
1,9,357,24017
1,9,358,6705
1,9,359,29686
1,9,360,10921
1,9,361,10360
1,9,362,16259
1,9,363,9832
1,9,364,5463
1,9,365,9891
1,9,366,15785
1,9,367,10313
1,9,368,26621
1,9,369,15892
1,9,370,102
1,9,371,7965
1,9,372,14240
1,9,373,24338
1,9,374,26875
1,9,375,4339
1,9,376,13473
1,9,377,28871
1,9,378,6392
1,9,379,21482
1,9,380,27699
1,9,381,23783
1,9,382,24401
1,9,383,5876
1,9,384,15890
1,9,385,32402
1,9,386,31668
1,9,387,26586
1,9,388,23155
1,9,389,30844
1,9,390,11290
1,9,391,23169
1,9,392,23606
1,9,393,13899
1,9,394,14493
1,9,395,13675
1,9,396,21347
1,9,397,7488
1,9,398,29065
1,9,399,18304
1,9,400,21460
1,9,401,12314
1,9,402,21429
1,9,403,19215
1,9,404,23599
1,9,405,10807
1,9,406,18196
1,9,407,31248
1,9,408,10520
1,9,409,22013
1,9,410,11143
1,9,411,14252
1,9,412,18596
1,9,413,8824
1,9,414,10229
1,9,415,29439
1,9,416,528
1,9,417,15428
1,9,418,28574
1,9,419,10012
1,9,420,26035
1,9,421,11694
1,9,422,29100
1,9,423,7249
1,9,424,6449
1,9,425,18966
1,9,426,9995
1,9,427,20141
1,9,428,13298
1,9,429,26776
1,9,430,29307
1,9,431,7616
1,9,432,16338
1,9,433,12779
1,9,434,18148
1,9,435,10658
1,9,436,12826
1,9,437,1416
1,9,438,2025
1,9,439,311
1,9,440,28848
1,9,441,14863
1,9,442,22719
1,9,443,1456
1,9,444,14218
1,9,445,15591
1,9,446,19776
1,9,447,10069
1,9,448,29288
1,9,449,21797
1,9,450,12603
1,9,451,24450
1,9,452,24259
1,9,453,3504
1,9,454,23055
1,9,455,3056
1,9,456,2560
1,9,457,2722
1,9,458,13944
1,9,459,3894
1,9,460,32746
1,9,461,19953
1,9,462,4264
1,9,463,23184
1,9,464,15711
1,9,465,12110
1,9,466,13978
1,9,467,17630
1,9,468,15177
1,9,469,2893
1,9,470,31907
1,9,471,21232
1,9,472,9681
1,9,473,28103
1,9,474,20042
1,9,475,21760
1,9,476,5071
1,9,477,15229
1,9,478,16729
1,9,479,32128
1,9,480,21124
1,9,481,7933
1,9,482,24372
1,9,483,21783
1,9,484,6539
1,9,485,15562
1,9,486,6250
1,9,487,12262
1,9,488,15117
1,9,489,29367
1,9,490,5770
1,9,491,2063
1,9,492,9269
1,9,493,9876
1,9,494,24632
1,9,495,24952
1,9,496,16867
1,9,497,26636
1,9,498,895
1,9,499,6860
1,9,500,7589
1,9,501,27086
1,9,502,14953
1,9,503,20419
1,9,504,18147
1,9,505,5611
1,9,506,15821
1,9,507,12452
1,9,508,23641
1,9,509,16767
1,9,510,14953
1,10,511,29448
1,10,512,18890
1,10,513,17300
1,10,514,7216
1,10,515,16352
1,10,516,3571
1,10,517,29507
1,10,518,9189
1,10,519,17081
1,10,520,7359
1,10,521,20764
1,10,522,31465
1,10,523,15935
1,10,524,12729
1,10,525,24521
1,10,526,14674
1,10,527,18944
1,10,528,9926
1,10,529,28653
1,10,530,4668
1,10,531,7539
1,10,532,8980
1,10,533,25426
1,10,534,6756
1,10,535,3129
1,10,536,13902
1,10,537,11076
1,10,538,23795
1,10,539,6050
1,10,540,13330
1,10,541,1592
1,10,542,12951
1,10,543,14707
1,10,544,25508
1,10,545,16562
1,10,546,3800
1,10,547,19431
1,10,548,22500
1,10,549,32101
1,10,550,14250
1,10,551,13043
1,10,552,893
1,10,553,18587
1,10,554,6974
1,10,555,10958
1,10,556,23904
1,10,557,31447
1,10,558,14366
1,10,559,24497
1,10,560,10609
1,10,561,11961
1,10,562,19321
1,10,563,13020
1,10,564,14719
1,10,565,20003
1,10,566,14779
1,10,567,20697
1,10,568,14970
1,10,569,31386
1,10,570,25953
1,10,571,32004
1,10,572,25056
1,10,573,21743
1,10,574,26636
1,10,575,13899
1,10,576,3961
1,10,577,26654
1,10,578,25044
1,10,579,6451
1,10,580,14148
1,10,581,15222
1,10,582,21214
1,10,583,8987
1,10,584,10161
1,10,585,20474
1,10,586,13105
1,10,587,15045
1,10,588,16
1,10,589,3336
1,10,590,15557
1,10,591,8722
1,10,592,27466
1,10,593,24632
1,10,594,7133
1,10,595,13581
1,10,596,29391
1,10,597,5255
1,10,598,31127
1,10,599,6699
1,10,600,32207
1,10,601,9397
1,10,602,5314
1,10,603,18386
1,10,604,20653
1,10,605,3307
1,10,606,23791
1,10,607,791
1,10,608,8369
1,10,609,24481
1,10,610,17355
1,10,611,15308
1,10,612,4093
1,10,613,8639
1,10,614,14508
1,10,615,27066
1,10,616,9666
1,10,617,12802
1,10,618,617
1,10,619,20267
1,10,620,5811
1,10,621,16290
1,10,622,27503
1,10,623,17580
1,10,624,29114
1,10,625,5170
1,10,626,29713
1,10,627,29200
1,10,628,1258
1,10,629,13511
1,10,630,32544
1,10,631,6328
1,10,632,3766
1,10,633,7772
1,10,634,11452
1,10,635,21266
1,10,636,3936
1,10,637,8565
1,10,638,22377
1,10,639,28000
1,10,640,20148
1,10,641,8451
1,10,642,26470
1,10,643,15291
1,10,644,27125
1,10,645,14472
1,10,646,28730
1,10,647,4439
1,10,648,32280
1,10,649,3451
1,10,650,19599
1,10,651,15624
1,10,652,16944
1,10,653,20462
1,10,654,11331
1,10,655,12037
1,10,656,9770
1,10,657,11886
1,10,658,18621
1,10,659,11245
1,10,660,18874
1,10,661,16683
1,10,662,13181
1,10,663,12551
1,10,664,24469
1,10,665,12377
1,10,666,29431
1,10,667,28110
1,10,668,20705
1,10,669,6613
1,10,670,24994
1,10,671,30381
1,10,672,13545
1,10,673,31244
1,10,674,844
1,10,675,5383
1,10,676,28950
1,10,677,7193
1,10,678,17584
1,10,679,22650
1,10,680,5403
1,10,681,21805
1,10,682,22858
1,10,683,19813
1,10,684,18287
1,10,685,3892
1,10,686,11114
1,10,687,31911
1,10,688,22016
1,10,689,26293
1,10,690,4744
1,10,691,6314
1,10,692,16166
1,10,693,24570
1,10,694,17367
1,10,695,31649
1,10,696,18133
1,10,697,30578
1,10,698,12572
1,10,699,23309
1,10,700,27672
1,10,701,4435
1,10,702,18881
1,10,703,21638
1,10,704,21178
1,10,705,3203
1,10,706,21029
1,10,707,14264
1,10,708,30022
1,10,709,31929
1,10,710,17719
1,10,711,12716
1,10,712,13107
1,10,713,20448
1,10,714,29763
1,10,715,15689
1,10,716,3928
1,10,717,25276
1,10,718,22796
1,10,719,32026
1,10,720,12966
1,10,721,18639
1,10,722,19994
1,10,723,25169
1,10,724,1813
1,10,725,19326
1,10,726,8533
1,10,727,17676
1,10,728,32479
1,10,729,25712
1,10,730,13523
1,10,731,20952
1,10,732,23533
1,10,733,14135
1,10,734,8687
1,10,735,28787
1,10,736,2958
1,10,737,20018
1,10,738,4763
1,10,739,2007
1,10,740,27247
1,10,741,7857
1,10,742,17655
1,10,743,17267
1,10,744,1224
1,10,745,6235
1,10,746,27938
1,10,747,15804
1,10,748,9939
1,10,749,17357
1,10,750,26959
1,10,751,13284
1,10,752,20866
1,10,753,13444
1,10,754,31772
1,10,755,9961
1,10,756,26481
1,10,757,20989
1,10,758,288
1,10,759,3538
1,10,760,9754
1,10,761,15386
1,10,762,20419
1,10,763,32054
1,10,764,16200
1,10,765,20168
1,10,766,16467
1,10,767,26621
1,10,768,9934
1,10,769,2271
1,10,770,1876
1,10,771,23914
1,10,772,26744
1,10,773,23114
1,10,774,23319
1,10,775,26714
1,10,776,6722
1,10,777,7527
1,10,778,6030
1,10,779,29638
1,10,780,16072
1,10,781,16304
1,10,782,21598
1,10,783,22671
1,10,784,11262
1,10,785,23964
1,10,786,8502
1,10,787,30843
1,10,788,18977
1,10,789,21952
1,10,790,23647
1,10,791,2682
1,10,792,16109
1,10,793,5946
1,10,794,22421
1,10,795,31791
1,10,796,22801
1,10,797,12111
1,10,798,16150
1,10,799,3243
1,10,800,20448
1,10,801,23123
1,10,802,30456
1,10,803,1148
1,10,804,11081
1,10,805,7113
1,10,806,25279
1,10,807,12006
1,10,808,26633
1,10,809,8652
1,10,810,19247
1,10,811,30832
1,10,812,11295
1,10,813,30638
1,10,814,22111
1,10,815,22179
1,10,816,8064
1,10,817,19422
1,10,818,17935
1,10,819,23822
1,10,820,15629
1,10,821,19727
1,10,822,28731
1,10,823,9101
1,10,824,12226
1,10,825,25238
1,10,826,9713
1,10,827,25035
1,10,828,4144
1,10,829,17428
1,10,830,31839
1,10,831,25606
1,10,832,5677
1,10,833,13398
1,10,834,11312
1,10,835,15634
1,10,836,4810
1,10,837,25465
1,10,838,31513
1,10,839,22945
1,10,840,18053
1,10,841,15442
1,10,842,25518
1,10,843,22721
1,10,844,26560
1,10,845,8461
1,10,846,28539
1,10,847,19878
1,10,848,28018
1,10,849,23315
1,10,850,30544
1,10,851,20138
1,10,852,29213
1,10,853,16946
1,10,854,15836
1,10,855,30098
1,10,856,17152
1,10,857,24312
1,10,858,6269
1,10,859,13587
1,10,860,28557
1,10,861,3167
1,10,862,6743
1,10,863,10133
1,10,864,27933
1,10,865,23728
1,10,866,30116
1,10,867,15158
1,10,868,8931
1,10,869,17825
1,10,870,1866
1,10,871,24338
1,10,872,29214
1,10,873,22464
1,10,874,16563
1,10,875,5570
1,10,876,3731
1,10,877,1301
1,10,878,25561
1,10,879,4386
1,10,880,15163
1,10,881,15107
1,10,882,17824
1,10,883,15191
1,10,884,16185
1,10,885,21360
1,10,886,2665
1,10,887,20753
1,10,888,9998
1,10,889,8486
1,10,890,4324
1,10,891,28942
1,10,892,9744
1,10,893,7032
1,10,894,32549
1,10,895,17632
1,10,896,11289
1,10,897,27944
1,10,898,9723
1,10,899,9967
1,10,900,892
1,10,901,27272
1,10,902,11901
1,10,903,27073
1,10,904,2877
1,10,905,13024
1,10,906,17893
1,10,907,9337
1,10,908,24961
1,10,909,272
1,10,910,15266
1,10,911,10398
1,10,912,4675
1,10,913,28534
1,10,914,17832
1,10,915,1310
1,10,916,7753
1,10,917,13074
1,10,918,24331
1,10,919,14995
1,10,920,28246
1,10,921,4584
1,10,922,29900
1,10,923,1220
1,10,924,1698
1,10,925,6310
1,10,926,21747
1,10,927,23919
1,10,928,3719
1,10,929,21383
1,10,930,5085
1,10,931,7238
1,10,932,125
1,10,933,3703
1,10,934,23512
1,10,935,22583
1,10,936,5704
1,10,937,24696
1,10,938,23277
1,10,939,28144
1,10,940,17776
1,10,941,1604
1,10,942,17149
1,10,943,20387
1,10,944,24562
1,10,945,20532
1,10,946,4112
1,10,947,518
1,10,948,11573
1,10,949,10080
1,10,950,2281
1,10,951,27295
1,10,952,3903
1,10,953,28168
1,10,954,11742
1,10,955,21310
1,10,956,2089
1,10,957,16179
1,10,958,2534
1,10,959,18123
1,10,960,13264
1,10,961,20885
1,10,962,6644
1,10,963,11073
1,10,964,2510
1,10,965,438
1,10,966,16003
1,10,967,15611
1,10,968,31657
1,10,969,18257
1,10,970,27506
1,10,971,20271
1,10,972,17225
1,10,973,6650
1,10,974,2579
1,10,975,30136
1,10,976,30128
1,10,977,2308
1,10,978,16767
1,10,979,31768
1,10,980,11749
1,10,981,2722
1,10,982,6444
1,10,983,19901
1,10,984,25649
1,10,985,17996
1,10,986,10689
1,10,987,13187
1,10,988,17806
1,10,989,24165
1,10,990,20520
1,10,991,2683
1,10,992,8029
1,10,993,32026
1,10,994,5861
1,10,995,22507
1,10,996,13143
1,10,997,10381
1,10,998,18855
1,10,999,24213
1,10,1000,1990
1,10,1001,8755
1,10,1002,26397
1,10,1003,6460
1,10,1004,2037
1,10,1005,21882
1,10,1006,25867
1,10,1007,15973
1,10,1008,2277
1,10,1009,6576
1,10,1010,31389
1,10,1011,12635
1,10,1012,1601
1,10,1013,19232
1,10,1014,25851
1,10,1015,1141
1,10,1016,11156
1,10,1017,32638
1,10,1018,23069
1,10,1019,28827
1,10,1020,32186
1,10,1021,22917
1,10,1022,7649
1,11,1023,26119
1,11,1024,14485
1,11,1025,16350
1,11,1026,27995
1,11,1027,6729
1,11,1028,13569
1,11,1029,31556
1,11,1030,13420
1,11,1031,14222
1,11,1032,27401
1,11,1033,32742
1,11,1034,16790
1,11,1035,4385
1,11,1036,25691
1,11,1037,26124
1,11,1038,27662
1,11,1039,306
1,11,1040,13049
1,11,1041,22014
1,11,1042,24595
1,11,1043,21463
1,11,1044,16434
1,11,1045,27426
1,11,1046,1407
1,11,1047,25424
1,11,1048,2001
1,11,1049,21092
1,11,1050,13468
1,11,1051,18831
1,11,1052,5012
1,11,1053,10202
1,11,1054,11576
1,11,1055,19192
1,11,1056,19167
1,11,1057,22440
1,11,1058,1020
1,11,1059,24165
1,11,1060,27314
1,11,1061,1570
1,11,1062,31225
1,11,1063,30317
1,11,1064,14809
1,11,1065,17201
1,11,1066,29316
1,11,1067,28646
1,11,1068,19810
1,11,1069,3320
1,11,1070,31556
1,11,1071,18856
1,11,1072,29012
1,11,1073,26039
1,11,1074,6793
1,11,1075,2452
1,11,1076,2462
1,11,1077,239
1,11,1078,22495
1,11,1079,29397
1,11,1080,32590
1,11,1081,19399
1,11,1082,13028
1,11,1083,29030
1,11,1084,3587
1,11,1085,21678
1,11,1086,31830
1,11,1087,24276
1,11,1088,1445
1,11,1089,22082
1,11,1090,17776
1,11,1091,1094
1,11,1092,21587
1,11,1093,26992
1,11,1094,22903
1,11,1095,32186
1,11,1096,27805
1,11,1097,8925
1,11,1098,30096
1,11,1099,25233
1,11,1100,23540
1,11,1101,8069
1,11,1102,13012
1,11,1103,22350
1,11,1104,9566
1,11,1105,17571
1,11,1106,22182
1,11,1107,27803
1,11,1108,13423
1,11,1109,14032
1,11,1110,32068
1,11,1111,28557
1,11,1112,31860
1,11,1113,19566
1,11,1114,21149
1,11,1115,3880
1,11,1116,6129
1,11,1117,32583
1,11,1118,19811
1,11,1119,31526
1,11,1120,31822
1,11,1121,8562
1,11,1122,8288
1,11,1123,24564
1,11,1124,5581
1,11,1125,22903
1,11,1126,22029
1,11,1127,25598
1,11,1128,24511
1,11,1129,10674
1,11,1130,19041
1,11,1131,2604
1,11,1132,19704
1,11,1133,1789
1,11,1134,30439
1,11,1135,7596
1,11,1136,5248
1,11,1137,17033
1,11,1138,17683
1,11,1139,2803
1,11,1140,13963
1,11,1141,19213
1,11,1142,23254
1,11,1143,18942
1,11,1144,19883
1,11,1145,2339
1,11,1146,5488
1,11,1147,15838
1,11,1148,69
1,11,1149,23278
1,11,1150,9862
1,11,1151,11635
1,11,1152,9794
1,11,1153,29441
1,11,1154,1908
1,11,1155,14712
1,11,1156,30470
1,11,1157,7804
1,11,1158,14052
1,11,1159,29631
1,11,1160,21414
1,11,1161,13944
1,11,1162,29856
1,11,1163,31678
1,11,1164,341
1,11,1165,16550
1,11,1166,28580
1,11,1167,17483
1,11,1168,26656
1,11,1169,818
1,11,1170,6776
1,11,1171,26276
1,11,1172,10716
1,11,1173,4078
1,11,1174,6588
1,11,1175,9906
1,11,1176,9564
1,11,1177,2732
1,11,1178,260
1,11,1179,3215
1,11,1180,14823
1,11,1181,12011
1,11,1182,20967
1,11,1183,14149
1,11,1184,24296
1,11,1185,22711
1,11,1186,29011
1,11,1187,19673
1,11,1188,25576
1,11,1189,5322
1,11,1190,1827
1,11,1191,11144
1,11,1192,27834
1,11,1193,31735
1,11,1194,31732
1,11,1195,16464
1,11,1196,32245
1,11,1197,24009
1,11,1198,2356
1,11,1199,9906
1,11,1200,11688
1,11,1201,32359
1,11,1202,3963
1,11,1203,30135
1,11,1204,19528
1,11,1205,27578
1,11,1206,10015
1,11,1207,24113
1,11,1208,6637
1,11,1209,11730
1,11,1210,7939
1,11,1211,32323
1,11,1212,23486
1,11,1213,22150
1,11,1214,23983
1,11,1215,3619
1,11,1216,26026
1,11,1217,13403
1,11,1218,22694
1,11,1219,18975
1,11,1220,27738
1,11,1221,11432
1,11,1222,5619
1,11,1223,15838
1,11,1224,13155
1,11,1225,247
1,11,1226,27654
1,11,1227,21737
1,11,1228,27583
1,11,1229,941
1,11,1230,29630
1,11,1231,21609
1,11,1232,22142
1,11,1233,32750
1,11,1234,24775
1,11,1235,8755
1,11,1236,32697
1,11,1237,22715
1,11,1238,13350
1,11,1239,32001
1,11,1240,9672
1,11,1241,9053
1,11,1242,32018
1,11,1243,2562
1,11,1244,8372
1,11,1245,16647
1,11,1246,7174
1,11,1247,23446
1,11,1248,24047
1,11,1249,15287
1,11,1250,15380
1,11,1251,21842
1,11,1252,17475
1,11,1253,27229
1,11,1254,30332
1,11,1255,4427
1,11,1256,5129
1,11,1257,8255
1,11,1258,21629
1,11,1259,10897
1,11,1260,6043
1,11,1261,27548
1,11,1262,9067
1,11,1263,4345
1,11,1264,14348
1,11,1265,10127
1,11,1266,20226
1,11,1267,18976
1,11,1268,18966
1,11,1269,25911
1,11,1270,13818
1,11,1271,17324
1,11,1272,10067
1,11,1273,28693
1,11,1274,11483
1,11,1275,6869
1,11,1276,26544
1,11,1277,29109
1,11,1278,8979
1,11,1279,32037
1,11,1280,20256
1,11,1281,30865
1,11,1282,7750
1,11,1283,1659
1,11,1284,17293
1,11,1285,26162
1,11,1286,32741
1,11,1287,16470
1,11,1288,24340
1,11,1289,2200
1,11,1290,18690
1,11,1291,9808
1,11,1292,29297
1,11,1293,25308
1,11,1294,20579
1,11,1295,21481
1,11,1296,3000
1,11,1297,26900
1,11,1298,7893
1,11,1299,16262
1,11,1300,21831
1,11,1301,13175
1,11,1302,26050
1,11,1303,9914
1,11,1304,24824
1,11,1305,27842
1,11,1306,17414
1,11,1307,4035
1,11,1308,13211
1,11,1309,32730
1,11,1310,19711
1,11,1311,1112
1,11,1312,9379
1,11,1313,18610
1,11,1314,1507
1,11,1315,27042
1,11,1316,26143
1,11,1317,19567
1,11,1318,19799
1,11,1319,6536
1,11,1320,18668
1,11,1321,15562
1,11,1322,24893
1,11,1323,8495
1,11,1324,4393
1,11,1325,19126
1,11,1326,30413
1,11,1327,18625
1,11,1328,28396
1,11,1329,3139
1,11,1330,6375
1,11,1331,18542
1,11,1332,28467
1,11,1333,31171
1,11,1334,16551
1,11,1335,20145
1,11,1336,31006
1,11,1337,17963
1,11,1338,23611
1,11,1339,15317
1,11,1340,11099
1,11,1341,5820
1,11,1342,14321
1,11,1343,14007
1,11,1344,11745
1,11,1345,24034
1,11,1346,32148
1,11,1347,32461
1,11,1348,19425
1,11,1349,23900
1,11,1350,15865
1,11,1351,8039
1,11,1352,27129
1,11,1353,5021
1,11,1354,14549
1,11,1355,26677
1,11,1356,11436
1,11,1357,6258
1,11,1358,22225
1,11,1359,20234
1,11,1360,25359
1,11,1361,11494
1,11,1362,2529
1,11,1363,7903
1,11,1364,2500
1,11,1365,611
1,11,1366,2001
1,11,1367,6171
1,11,1368,31276
1,11,1369,32025
1,11,1370,4897
1,11,1371,26130
1,11,1372,6617
1,11,1373,30115
1,11,1374,17938
1,11,1375,3531
1,11,1376,7746
1,11,1377,15848
1,11,1378,5121
1,11,1379,14854
1,11,1380,14523
1,11,1381,27968
1,11,1382,29940
1,11,1383,2173
1,11,1384,16036
1,11,1385,14297
1,11,1386,28531
1,11,1387,15467
1,11,1388,8672
1,11,1389,21848
1,11,1390,29849
1,11,1391,31307
1,11,1392,19849
1,11,1393,15043
1,11,1394,17002
1,11,1395,28898
1,11,1396,15073
1,11,1397,11166
1,11,1398,16487
1,11,1399,4991
1,11,1400,21132
1,11,1401,26196
1,11,1402,2656
1,11,1403,18818
1,11,1404,28157
1,11,1405,28633
1,11,1406,7562
1,11,1407,14107
1,11,1408,3375
1,11,1409,17038
1,11,1410,23505
1,11,1411,852
1,11,1412,5269
1,11,1413,25701
1,11,1414,22895
1,11,1415,16210
1,11,1416,10067
1,11,1417,10309
1,11,1418,10430
1,11,1419,21207
1,11,1420,29102
1,11,1421,7856
1,11,1422,6218
1,11,1423,4620
1,11,1424,30657
1,11,1425,31139
1,11,1426,5931
1,11,1427,24702
1,11,1428,15474
1,11,1429,26557
1,11,1430,13202
1,11,1431,1382
1,11,1432,21669
1,11,1433,10916
1,11,1434,26529
1,11,1435,5421
1,11,1436,15024
1,11,1437,27813
1,11,1438,10368
1,11,1439,5167
1,11,1440,30222
1,11,1441,6554
1,11,1442,27565
1,11,1443,14016
1,11,1444,27479
1,11,1445,16145
1,11,1446,5779
1,11,1447,25196
1,11,1448,26735
1,11,1449,14250
1,11,1450,3167
1,11,1451,21635
1,11,1452,16638
1,11,1453,9665
1,11,1454,19983
1,11,1455,4566
1,11,1456,3873
1,11,1457,333
1,11,1458,24779
1,11,1459,955
1,11,1460,27744
1,11,1461,15624
1,11,1462,28281
1,11,1463,26199
1,11,1464,14047
1,11,1465,18129
1,11,1466,21644
1,11,1467,27676
1,11,1468,14040
1,11,1469,26446
1,11,1470,5404
1,11,1471,14992
1,11,1472,14408
1,11,1473,17621
1,11,1474,24124
1,11,1475,9296
1,11,1476,27881
1,11,1477,3469
1,11,1478,7048
1,11,1479,17493
1,11,1480,10849
1,11,1481,3280
1,11,1482,17917
1,11,1483,24183
1,11,1484,22713
1,11,1485,12244
1,11,1486,26126
1,11,1487,10543
1,11,1488,9488
1,11,1489,15755
1,11,1490,31731
1,11,1491,25761
1,11,1492,19601
1,11,1493,17863
1,11,1494,16965
1,11,1495,25306
1,11,1496,5026
1,11,1497,2978
1,11,1498,32456
